given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,id,cluster_id
joshua,barritt,1009.0,westgarth street,,noble park,4208,nsw,19400216.0,3882503,70121,2294
jasmine,alderson,287.0,casuarina street,,wonthella,3610,nsw,19680723.0,7864178,79672,1247
carly,benger,1.0,gellibrand street,,carnegie,4011,nsw,19710126.0,5651019,23087,124
madison,stubbis,36.0,kingsmil lstreet,lambar,cantrbury,2260,wa,19340903.0,9667086,52967,1078
amelia,strck,29.0,winser crescent,pangani,coffs harbour,2250,,19640131.0,7848066,96905,583
jack,mcgurk,33.0,marrawah street,,condelljpark,3462,nsw,19940814.0,7084883,37516,569
sophe,cureton,164.0,burraminga,drevermann zstreet,toronto,3149,qld,19920126.0,9218356,18272,433
ben,shepherd,42.0,ironbark crescent,vinder lodge,bicton,5133,qld,19960926.0,2698707,37701,725
flynn,weller,23.0,allunfa,woollum street,surreyxhills,2870,qld,19700106.0,9438862,22216,2295
nemesia,clarke,2.0,derrington crescent,hd curramulka,beechboro,2262,nsw,19870509.0,9760949,68662,2296
damien,salt,15.0,haystack crescent,springdale,joondalup,2029,qld,19120623.0,6804524,70611,2297
,leslie,5.0,edmondson street,baringa cottage,gorokan,3023,nsw,19460413.0,4197267,62611,1116
crouch,ella,3.0,wybalenaxgrove,tieve tsra,urangan,3072,wa,19271130.0,3031169,32683,2298
lachlan,bishop,24.0,bateman street,,nowra,4575,wa,19830928.0,9795093,28640,2299
tynan,abera,16.0,haines street,st john of go d hospital,ballarat,2033,nsw,19370412.0,5821612,29415,810
emiily,beams,1.0,tarrabool street,fronda,andergrove,2075,qld,19011124.0,6512231,89090,1192
michaela,deese,16.0,craigie lae garden,leasonclose,charlestown,2537,nsw,19360507.0,6307936,68089,1290
john,humphreys,3.0,gangele street,eastwood cottage,woy woy,4700,vic,19890520.0,6017011,37414,1773
spencer,royans,24.0,yarra street,katalina forrest,taree,3820,act,19420313.0,8155837,77427,2066
chloe,arniel,113.0,pullen street,blue h ills,belmont,4838,nsw,,4389592,77078,2300
braiden,goldsworthy,12.0,frencham place,willat rny,tumbarumba,2161,nsw,19501119.0,7570745,92462,1619
mcgirr,tabitha,19.0,longerenong street,,barmera,4218,act,19221120.0,6798307,1683,2301
eliza,luchko,7.0,kallara close,,woolgoolga,4213,nsw,19410915.0,9271844,66373,1029
nicholas,george,22.0,dooland court,sh b11,marshall,3074,vic,,6266757,78200,2302
madeleine,pengryffyn,43.0,tuross close,colooli village,,5107,nsw,19290406.0,4242245,33338,306
caleb,lund,,dookie street,yarrabei,harristown,3218,nsw,19340220.0,4922004,39157,1165
wilson,pinto,11.0,boustead circuit,jewells medical centre,granville,3161,qld,19971229.0,8930019,55118,17
bradley,korbut,25.0,werriwacrescent,the old panrsonage,calisga,4205,wa,,7572011,14554,2303
brooke,nguyen,98.0,,choeb,yarraville,2107,wa,19960816.0,9574103,51574,697
sophie,dietrich,4.0,gatton street,seaforth vlge,deer park,3073,qld,19120317.0,3447444,20621,2304
angus,ryan,53.0,herron crescent,sherwood,hawthorn,3106,nsw,19950626.0,1575088,404,501
patrick,dargaville,18.0,cerutty crescent,rosedale,st lucia,3364,nsw,19770925.0,5982994,89029,1862
blake,moody,,studley street,rose vale,riverwood,4869,qld,,4137787,90773,1932
xepheren,everett,90.0,packerstreet,yonda p ines,bulimba,4370,sa,19750202.0,6641961,43906,1005
katelyn,colegate,5.0,fiveash street,retirement village,londonderry,2195,nsw,19280828.0,4406021,12648,45
david,goldswprthy,8.0,palmer street,,caulfield north,2200,vic,19650226.0,3383985,5829,1796
rebekah,modystach,34.0,taussw place,pyramid cara park,iluka,2216,nsw,19341113.0,8796023,76715,938
elgza,mason,57.0,kennedy nstreet,brentwood vlge,bundaba,4067,tas,19071124.0,3004030,24441,188
chloe,clarke,137.0,gurnai place,applewoods,edensor park,2518,vic,19350226.0,6067356,54607,2305
connor,nguyen,19.0,lance hill avenue,kittani,sale,2261,nsw,19860623.0,1825598,26446,1585
sophoe,parcoe,2.0,blackman crescent,lamington npational,pacific paradise,3284,sa,19941127.0,9967942,33744,1968
joshua,morrison,22.0,santalum street,sec 202,kyabram,5044,sa,19901109.0,7276151,83882,589
dale,ottens,44.0,bellchambers crescent,antigua,wingham,5290,sa,19421010.0,8176920,88811,1256
jordean,rya,2.0,tahmyoor,carnegie cgrescent,millbrook,6040,vic,19900903.0,2479030,42732,2306
charlee,hugelbmann,8.0,martley circuit,eddington,mosman,4802,sa,19490921.0,6939061,83430,863
thomas,evison,18.0,power street,,haigslea,2880,wa,19970523.0,2857660,7697,2035
holly,coffey,85.0,endeavour street,dooducinn,brisbane,4860,vic,19200331.0,6863112,51129,2307
ella,crou ch,3.0,tieve tara,wybalena grove,urangan,3027,wa,19391003.0,3031169,54426,2308
archie,campbell,1.0,wagstaff place,belmore river,carlingford,4560,vic,19730903.0,4897470,76574,2309
willow,froscio,378.0,yanda street,st johnof god hospital,keilor,5022,vic,19091226.0,6630637,3928,40
courtney,petersen,343.0,angophora street,kanangra hostel,altona north,2614,qld,19740401.0,4793337,23904,2310
michsel,david,10.0,mcluckie crescent,glebnrqe,murdoch,3143,sa,19320323.0,8644609,9680,454
alexa-rose,hwite,,miles place,tourist caravn park,batemans bay,6169,nsw,19590818.0,8035124,2211,2311
lochlan,malorj,10.0,ponderosa,albermarle place,woori yallock,5355,qld,19780720.0,7679335,64707,853
jacob,dichiera,58.0,solomon crescent,curtin house,harbord,2602,nsw,19741113.0,5508111,11639,2312
michaela,thrussell,27.0,markell place,nunnook,frenchs forest,6728,qld,19250608.0,1947368,20411,121
caitlin,menzies,31.0,adair street,kilnacrott,wentworth falls,2758,nsw,19190514.0,8126161,51772,1552
ja red,jolky,84.0,macarthura venue,nareen gardens hostel,floreat,2290,nsw,19281125.0,7406558,20598,814
sydoernko,david,12.0,fuhrmans treet,the mano rbraeside,sefton park,3153,vic,,1746512,88043,2313
samuel,webb,16.0,balala place,tourist caravn park,osborn e park,5032,vic,19401203.0,9777818,36292,2236
charles,trevorrow,,duggan street,inishmore,whitebridge,5473,vic,19721022.0,5211176,97654,2051
william,pettingull,4.0,messenger street,browne's reef,coffs harbour,4670,nsw,19440720.0,6935665,39238,890
hanna,friebel,7.0,mildenhall place,elmwood,blackheath,3561,vic,19861123.0,5878729,55463,2314
talai,oli veri,72.0,ankaa p lace,westleigh,mosman,3311,qld,19020831.0,8405432,48514,1303
samara,willing,,,coolinda,concord,3765,nsw,19270204.0,1045315,91965,276
trinity,campbell,50.0,blamey crescent,beauchamp street,clayfield,3021,vic,19000209.0,2793845,79148,2315
maya,green,20.0,louisa lawson crescent,,bligh park,4817,wa,19790228.0,5349388,59766,1211
mikhaili,petersen,1.0,mcluckie rescent,,swan hill,3124,qld,19940727.0,2517828,55455,2316
jade,brownw,21.0,noble close,circle h,avoca,3180,qld,19921015.0,1314590,71756,654
jack,fernando,18.0,hall street,rankin park,mitcham,6006,vic,19460903.0,1944943,99352,2317
patrick,vincent,21.0,outtrim avenue,glendower,willetton,3984,nsw,19510921.0,9836975,35447,1070
schkirra,walpole,4.0,namadgi circuit,rydellan,bibra lake,2234,nsw,19560330.0,1950180,54863,512
benjamin,koerbin,15.0,wybel anah,violet grover place,mill park,2446,nsw,19210210.0,3808808,78006,2318
lachlian,burt,,follett street,eldwick,corowa,4065,nsw,19220712.0,1863874,98138,1339
lucy,bela,1619.0,myall street,cohuna estate,ryed,4163,vic,19090524.0,6448886,35377,2201
samuel,mccarthy,63.0,kanbi place,ponderosa,osborne park,2166,nsw,19400529.0,6158276,15650,952
jarod,mccarthy,63.0,kanbi place,,osborne park,2166,nsw,19400529.0,6158276,65267,952
isabella,daloia,,geeves court,john flynn mefical centre,frankston,2146,vic,19260410.0,9952484,2788,551
keelin,priest,53.0,albermarle place,kyeema,beaumaris,4506,wa,19100920.0,7236512,27633,2072
christian,,10.0,booleestreet,noss,doubleview,4352,,19491125.0,2992541,49346,2319
luke,hindess,45.0,gledden street,nairn lodge,clarence park,4703,qld,19771109.0,1089096,45968,1776
charzlie,goode,7.0,taussplace,,mitcham,2575,vic,19761213.0,6548135,10019,57
gilbertson,andrew,116.0,anembo s treet,apt 312 the rock wall,nedlands,4702,nsw,19460513.0,1862712,58466,2320
emiily,morrison,29.0,foveaux street,kareela,hamilton,4700,nsw,19430721.0,7972954,57105,2321
melissa,lanzotti,,balfour rcescent,killaravlodge,cranbourne,2064,vic,19080103.0,7432331,86924,66
alexancra,howie,18.0,clancy street,,goodwood,3033,act,19551111.0,4104594,38499,1278
david,ried,40.0,mina wylie crescent,,thornbury,3281,qld,19840327.0,3069553,96427,699
,reid,90.0,prichard circuit,sundown motor vill,oak flats,6163,vic,19660308.0,1911812,17177,2322
caresse,lyden,13.0,nemarang c rescent,sunnyspo tfarm,nunawading,3199,sa,19250803.0,3017029,85116,800
isabella,shandley,57.0,fincham crescent,wilga,monto,2642,nsw,19520602.0,2401777,26420,338
taliah,lowe,,rayment place,colbin park,edithvale,2346,sa,19090206.0,4605726,27806,2054
thomas,white,46.0,forlonge street,cleveland,spearwood,2471,sa,19101219.0,8203692,10704,2323
emiily,robson,97.0,bungonia street,st francis vlge,dianella,5066,wa,19420328.0,9454883,25224,1397
jack,patafta,695.0,leahy close,redhills,charlestown,3134,vci,19400728.0,8570924,94798,1032
jasmine,royle,5.0,minehan place,geregarowstation,werirngton,5162,nsw,19471027.0,8590831,98474,1592
cooper,coxon,35.0,downard street,homewood,laanecoorie,3128,sa,19070923.0,5430172,79413,373
lily,hyland,11.0,durack steret,roxall,wilroy,2250,nsw,19440426.0,7053521,28716,2095
jack,weller,10.0,tristania street,sect 341,thornbury,4280,nsw,19010507.0,8279243,23355,924
james,vincent,40.0,cumpston place,pacific palms caravn park,capertee,3530,nsw,19620905.0,3977077,27119,456
xani,green,2.0,phillip avenue,abbey green,armidale,5108,nsw,19390410.0,9201857,33861,847
keeley,felmingham,32.0,angliss place,cranbrook,annandale,2640,nsw,19860811.0,5148092,38353,259
silas,edhouse,13.0,fincham cr escent,gateway vlge caravn park,terrimal,2702,nsw,19460712.0,6281089,42473,1096
sonja,wilknis,1024.0,alfred hill drive,st john of god hospital,huonville,2768,,19741205.0,2867046,23062,2324
zane,wilkids,,britten-jones drive,cerbrus,coolaroo,6208,nsw,19471017.0,7918563,2766,491
eboni,pantazopoulos,76.0,waughtclose,wyomingpark,aldgate,2325,sa,19860807.0,9030076,21355,338
kai,white,8.0,allunga,cockcroft avenue,parramtta,4197,,19551009.0,5791061,27221,1010
silzs,noble,253.0,ainsworth street,yongaoa,clayton,2281,wa,19211208.0,6886508,99429,884
callnum,arbuckle,11.0,crozier ircuit,belmore river,narellan,4555,nsw,19010927.0,1975419,50366,2325
connor,moerland,83.0,arthur circle,redcross units,greenwood,2680,wa,19351222.0,6169516,41034,253
amelia,blake,1.0,halfreyhcircuit,mt pleaaant,shoalhavdn heads,6162,sa,19880506.0,4642758,41527,637
emiily,,33.0,mackenzie street,,salisbur y heights,2121,wa,19670203.0,5628066,84959,2326
callum,finlay,1.0,ebenezer street,arcadia,craigmore,4461,nsw,19550312.0,2783111,36530,1082
riley,morrison,,,arlington,moonta,2024,qld,19810825.0,6404764,21841,2327
samantha,millar,22.0,ina gregory circuit,,bossley park,4304,sa,19181229.0,2470912,4572,2328
jessica,anjewierden,6.0,duffy sgreet,kianinny cabins,bongasre,2227,qld,19120208.0,7536704,50633,2159
,brookhouse,105.0,kavel street,c/-the student village,riverwood,6010,wa,19200905.0,9060410,82852,1144
jesscia,shehperd,7.0,beazley crescent,tintagel,broadford,4067,act,19561005.0,2726910,59977,542
kirra,truslove,,epacri s place,sunnyview,kirribilli,4500,wa,19070603.0,7140227,90254,2277
dominic,ryan,9.0,bargang crescent,yambacoona,bundaberg,2752,nsw,19760328.0,8065627,50676,2329
sarah,broadby,28.0,companion crescent,tiverton,ballarat,4178,qld,19420323.0,3142033,41840,2330
kaitlyn,pizanias,8.0,sheaffe street,nunton,kemps creek,2502,nsw,19131205.0,4026380,96498,2331
liky,nguyen,43.0,hirschfeld crescent,afflexian,milperra,2084,wa,19270126.0,3183110,2667,959
samuel,webb,16.0,balala place,tourist caravn park,osborne park,5032,vic,19401203.0,9777818,21529,2236
sam,clarke,13.0,couchman crescent,rosetta village,echuca wset,5043,vic,19640103.0,6444384,47127,1139
holly,stoker,5.0,ballumbir street,chetwynd,kirrawee,6009,vic,19300121.0,8123371,46962,246
aliza,petersen,12.0,owen dixon drive,,mintl,3029,wa,19441022.0,6090944,8640,2332
alexa-rose,smithson,389.0,miller street,bright view,albury,3212,qld,19741012.0,2875274,57304,2082
zachary,hude,3.0,spofforth street,oakleaves,eldorado,2014,qld,,5024676,55246,2333
jackson,camillo,48.0,badcoe street,woodleigh,barrack heights,5238,nsw,19451024.0,2240410,95662,2334
nicholas,plesa,85.0,yerra court,cnjla mntn,springfield,3128,nsw,19000520.0,4417121,15044,1297
jack,facci,37.0,packer street,somertln park,belrose,3806,sa,19960816.0,1697247,50299,516
colegate,jett,55.0,hampton circuit,gibraltar,st albans,6011,nsw,19021119.0,1742749,80633,2335
ethan,leslie,18.0,hobart place,thistledoo,bacchus marsh,4575,nsw,19400429.0,4474942,28359,2336
nicholas,shepyerd,36.0,jerrabomberra avenue,sec 1,altona orth,3123,nsw,19441101.0,3789481,19522,793
liana,shelley,29.0,tarra tplace,,noble park north,2170,nsw,19941124.0,5175090,71468,1933
harry,berry,163.0,mcglinn place,darjeeling,petersham,3805,vic,19540411.0,2732878,95759,2337
natasha,stanley,590.0,gooreen street,treetops,dalby,2062,qld,19331015.0,7039195,52721,2338
danielle,morrison,1299.0,london icrcuit,sec 552,wollongong north,4701,vic,19030709.0,8907802,13245,164
goryan,ruby,2.0,keartlandsttreet,nedlyn,scarborough,3023,wa,19351205.0,7204516,28608,2339
noah,mason,19.0,,st james,burwood,2142,sa,19500202.0,8983319,50512,854
felicity,,25.0,federal highway,argy le,mayfield,4125,qld,,2661643,51162,2340
laura,papagergiou,30.0,elimatta street,glenview,woollahra,4051,nsw,19980305.0,9041936,48114,1305
cameron,noble,29.0,tepper circuit,shangrila cvan park,rowville,7004,tas,19260104.0,3664213,68637,2341
stephenson,elizbeth,56.0,warar,hallen c lose,kununurra,4127,nsw,19121119.0,5112945,26381,2342
sarah,mchenry,528.0,bullock circuit,john flynn medical centre,batlow,4564,vci,19020515.0,2024964,95747,944
liana,shelley,29.0,tarra place,,noble park north,2170,nsw,19941124.0,5175090,24672,2343
jarvis,colema,312.0,ngere,anderson street,north sydney,2486,vic,19851226.0,3498401,96238,2344
dixon,alyssa,5.0,halford crescent,willandra,edgecliff,4101,nsw,19860103.0,3916772,94141,2345
alexa-rose,white,,miles place,tourist caravn park,batemans bay,6169,nsw,19590818.0,8035124,20053,2311
olivia,pettingill,241.0,evelyn owen crescent,rangeville,asquith,2261,act,19520801.0,2425353,1603,2346
zachariah,morcom,8.0,dixon drive,bletchly park,toowoomba,2068,wa,19020803.0,1961455,18259,1210
tuscany,hickinbotham,26.0,coranderrk street,torrens grove estate,irymple,4814,nsw,19431004.0,8062541,10956,2347
tahlia,mccaffrey,8.0,joyce place,sundown motor vill,cronulla,3585,nsw,19931209.0,4378802,91058,2348
olivia,hobson,78.0,louis loder street,summit cottage,kaleen,4870,nsw,19760812.0,4535695,49705,1272
ethan,campbell,32.0,reuther street,,moorook,4070,qld,19291017.0,3430363,12230,2349
brigitte,bishop,10.0,dooland court,northbridge marina,montmorency,3122,sa,19271211.0,7848970,749,2350
nathna,monaco,16.0,hollis place,villag2,summer hill,4207,nss,19251021.0,1784132,8088,1954
william,bracci,13.0,upper flat,hann street,camp hill,2154,nsw,19470617.0,7315857,96167,275
rebekah,modystach,34.0,hemmant street,pyramid cara park,iluka,2216,nsw,19341113.0,8796023,70517,938
,kiss,21.0,pialligo avenue,caravn park,dandenong north,2530,vic,19310218.0,3431125,31362,665
arabella,weller,78.0,westbury circuit,snake gully,suffolk park,4814,vic,19641224.0,9147387,31114,2351
samuel,jolly,35.0,lorimer place,greenswylde,collie,3222,sa,19690129.0,6221065,94201,1266
danielle,reid,17.0,kootar acrescent,cave hill creek,wanniassa,4202,wa,19530118.0,3310083,10847,1099
oliver,vassiliotis,39.0,mortimer lewis drive,,leongatqha,5022,nsw,19910804.0,4669127,22177,1360
katelyn,colegtae,55.0,fiveash street,retirement village,londonderry,2195,nsw,19280828.0,4406021,41664,45
ewapn,wittchen,,barne tt close,ronobri,bonnells bay,2295,vic,,9662319,37947,1244
cameron,bisho,4.0,chillagoe street,edithzhall,numeralla,6152,sa,19290325.0,8928429,50362,487
,hoffman,62.0,matina street,sun city resort,ascot park,4107,wa,19760203.0,9419843,95295,234
tayla,white,38.0,kambalda ctescent,ambervale,bonville,2905,vic,19310715.0,2230673,68817,511
juliana,petersen,25.0,currong street,admiralty quays,glesnide,5280,nsw,19610510.0,1726629,68438,215
ryan,vincent,275.0,chewings street,wirringulla,daylesford,3072,,19170728.0,2158837,48800,2352
jenna,pasailc,679.0,tarana stnreet,mallanganee,osbofne,4342,vic,19541124.0,7730932,68901,894
ella,moody,,clarey crescent,locn 217,merrijig,3550,nsw,19350314.0,1440709,55326,2353
breony,dixon,39.0,rohan rivett crescent,,kellyville,4224,vic,19351022.0,7462490,23856,788
voy,katelin,6.0,nott street,,graceville,4872,vic,19511208.0,3546400,17904,2354
connor,weaver,200.0,fihelly street,orchid square,doubleview,2214,qld,19550613.0,7463808,43818,2355
william,mason,22.0,macfarland crescent,nioka,prospect,3039,qld,19710305.0,3187117,55116,2356
madison,dixon,37.0,sanfor d place,white lodge,ringqood,5047,sa,19220609.0,7161189,35310,1623
jessica,white,19.0,hopetoun circuit,leisure living vlge,martindale,2112,qld,19281109.0,9362402,51808,2357
cooper,felten,19.0,masters lpace,amherst v illage,greensborough,2520,qld,19290422.0,3396780,48521,416
katherine,dicamillo,14.0,giffen close,bulala,rye,2518,nsw,19740803.0,6873029,37185,2358
lydia,doosey,6.0,northbourne avenue,telemon orchards,corio,4670,nsw,19751220.0,1835068,1511,2359
oliiva,blackwell,21.0,barton highway,mountview,artarmon,2229,qld,19641223.0,9582758,25042,1426
samantha,doblinger,7.0,bangalay crescent,the hammond village,deer park,4380,nsw,19131222.0,6196240,25957,1123
emmk,louca,92.0,cherry place,pinedrotf,berwick,3367,vic,19590398.0,4142406,61321,1453
emiily,brummer-archer,33.0,mackenzie wtreet,sunbury,salisbury heights,2121,wa,19670203.0,5628066,10500,401
lauren,noack,41.0,miago court,clisby afrm,combara,6722,sa,19020919.0,2241605,75531,956
thomas,blake,86.0,earle street,chanak,blue mountain heights,2219,vic,19000627.0,5119652,91569,2360
giaan,blacwell,5.0,kleinig street,port 262,biggera waters,2250,nws,19770512.0,6179681,6738,1234
travks,gearman,12.0,birdwood street,sunny brees,chatham,5353,nsw,19461203.0,9247527,43382,2080
ned,lodeg,32.0,karuah street,athlone,bundamba,2280,act,19510526.0,9020603,4694,314
lilu,les,14.0,learmonth drive,glenview,patterson lakes,2031,tas,19181114.0,2396732,35024,1117
lochlan,selth,17.0,holland street,hamilton,carina heights,4800,nsw,19821231.0,9019052,99102,1583
tommi-lee,tuit,45.0,vincent place,aranmor,orchard hills,7250,tas,19200805.0,1237681,88322,1844
benedict,coleman,,summerville crescent,huntawyle,avondale heights,4560,wa,19380327.0,1480351,11641,449
rebecc,trenerry,323.0,ashburne street,,roxburgh park,2000,wa,19050103.0,2980023,54175,919
joshua,gilbertson,22.0,trumper street,peridon vlge,brisbane,3148,sa,19511114.0,6225856,20931,2361
tuscany,vinemt,26.0,coranderrkustreet,torrens grove estate,irymple,4814,nsw,19431004.0,8062541,7430,2347
caitlin,lowe,15.0,,longridge,balcatta,6026,sa,19551029.0,1321288,61001,1663
jaiden,rolilns,48.0,swinden street,tulgeywood,balwyn north,2224,nt,19280722.0,7626396,69610,181
isabella,theodore,269.0,churchill way,nioka,redan,2446,vic,19711102.0,2898842,61621,347
fihn,maczkowiack,25.0,oxley street,bulliac street,wantirna,2196,nt,19101031.0,4732796,77257,1196
michael,tylkowski,276.0,ashburton circuit,the market place,st peters,2570,nsw,,9384397,82191,1701
